Image_Path,Actual_Class,Predicted_Class_1,1,Predicted_Class_2,2,Predicted_Class_3,3,Predicted_Class_4,4,Predicted_Class_5,5,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-4.png,bread,pear,16.62%,bread,10.77%,apple,8.38%,jack-o-lantern,7.33%,hat,4.74%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-5.png,bread,pear,10.41%,apple,9.19%,bread,8.96%,hat,8.36%,jack-o-lantern,5.08%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-6.png,bread,hammer,10.88%,bread,9.16%,axe,6.89%,shoe,5.01%,armor,4.65%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-7.png,bread,jack-o-lantern,7.15%,apple,6.83%,bread,5.81%,hat,3.71%,snail,3.65%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-8.png,bread,bread,21.57%,apple,13.14%,pear,12.22%,jack-o-lantern,4.72%,mushroom,3.29%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-9.png,bread,bread,12.87%,pretzel,11.14%,wheelchair,9.18%,racket,7.40%,jack-o-lantern,5.03%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_1147-1.png,butterfly,snail,14.93%,teapot,8.71%,mouse,7.27%,duck,6.09%,rabbit,4.11%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_1147-2.png,butterfly,pear,20.49%,hermit_crab,12.55%,mouse,8.42%,snail,4.89%,teapot,3.16%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_1147-3.png,butterfly,butterfly,49.63%,ray,14.14%,umbrella,2.53%,fan,2.45%,bat,1.94%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_1147-4.png,butterfly,butterfly,91.61%,fan,3.28%,flower,0.95%,bee,0.58%,beetle,0.48%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_1147-5.png,butterfly,butterfly,16.95%,bat,8.75%,pear,8.72%,ray,7.37%,mouse,7.00%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_1147-6.png,butterfly,pear,34.06%,bread,33.01%,mouse,3.75%,hotdog,3.40%,snail,2.54%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_3643-1.png,butterfly,butterfly,73.23%,flower,8.46%,fan,5.26%,bee,2.59%,ray,1.06%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_3643-2.png,butterfly,butterfly,87.12%,fan,2.32%,flower,1.43%,bat,1.42%,ray,0.91%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_3643-3.png,butterfly,pear,20.04%,eyeglasses,9.07%,scissors,8.12%,pretzel,6.74%,hot-air_balloon,6.51%,,,,,,,
/home/alex/dash_clip_app/butterfly/n02274259_3643-4.png,butterfly,bat,70.55%,spider,11.09%,butterfly,3.75%,ray,2.79%,jack-o-lantern,1.75%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_111-1.png,cabin,cabin,82.47%,teapot,1.66%,window,1.61%,church,1.48%,skyscraper,0.95%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_111-2.png,cabin,cabin,71.98%,window,2.80%,skyscraper,1.69%,church,1.68%,teapot,1.60%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_111-3.png,cabin,cabin,73.84%,window,1.37%,teapot,1.27%,church,1.22%,car_(sedan),1.18%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_111-4.png,cabin,cabin,67.81%,window,3.13%,fan,2.03%,skyscraper,2.02%,umbrella,1.97%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_111-5.png,cabin,cabin,76.80%,window,3.05%,skyscraper,2.37%,door,1.13%,hermit_crab,1.05%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_111-6.png,cabin,cabin,85.84%,window,1.75%,skyscraper,1.03%,church,0.95%,dog,0.56%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_866-1.png,cabin,cabin,92.27%,hermit_crab,1.02%,teapot,1.00%,alarm_clock,0.70%,bell,0.58%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_866-2.png,cabin,cabin,71.17%,window,2.08%,skyscraper,1.86%,teapot,1.80%,tank,0.92%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_866-3.png,cabin,cabin,80.48%,skyscraper,2.14%,armor,1.85%,window,1.18%,tank,0.95%,,,,,,,
/home/alex/dash_clip_app/cabin/n02932400_866-4.png,cabin,cabin,89.73%,window,0.81%,skyscraper,0.69%,church,0.50%,fan,0.50%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-1.png,camel,camel,98.33%,cow,0.52%,horse,0.38%,giraffe,0.26%,sheep,0.25%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-10.png,camel,camel,73.16%,rhinoceros,8.19%,horse,7.16%,cow,3.51%,sheep,1.35%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-2.png,camel,sheep,39.50%,cow,11.37%,horse,9.50%,dog,8.82%,deer,8.21%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-3.png,camel,camel,95.39%,giraffe,2.14%,horse,1.60%,cow,0.22%,sheep,0.20%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-4.png,camel,dog,44.63%,camel,28.32%,horse,9.36%,cow,5.64%,giraffe,2.53%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-5.png,camel,camel,73.28%,horse,10.63%,giraffe,5.79%,kangaroo,3.12%,dog,2.63%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-6.png,camel,camel,97.60%,giraffe,1.30%,horse,0.40%,elephant,0.15%,kangaroo,0.09%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-7.png,camel,camel,96.00%,giraffe,2.15%,horse,0.83%,cow,0.28%,kangaroo,0.21%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-8.png,camel,camel,55.30%,horse,7.88%,cow,7.50%,dog,6.90%,kangaroo,5.23%,,,,,,,
/home/alex/dash_clip_app/camel/n02437136_152-9.png,camel,cow,50.13%,horse,11.46%,rhinoceros,10.68%,pig,9.12%,camel,6.12%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_7-1.png,candle,candle,97.97%,bell,0.34%,cup,0.23%,hourglass,0.08%,rocket,0.07%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_7-2.png,candle,candle,99.88%,cup,0.02%,hot-air_balloon,0.01%,bell,0.01%,table,0.01%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_7-3.png,candle,candle,95.97%,bell,1.48%,wine_bottle,0.83%,rocket,0.21%,geyser,0.20%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_7-4.png,candle,pear,24.77%,apple,22.23%,bell,12.01%,hourglass,11.65%,wine_bottle,9.44%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_7-5.png,candle,candle,99.28%,hourglass,0.17%,bell,0.07%,table,0.06%,wine_bottle,0.04%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_7-6.png,candle,candle,99.84%,hourglass,0.03%,cup,0.02%,table,0.02%,bell,0.01%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_9-1.png,candle,candle,99.87%,wine_bottle,0.04%,hourglass,0.02%,cup,0.02%,hot-air_balloon,0.01%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_9-2.png,candle,candle,97.30%,rocket,0.59%,bell,0.54%,wine_bottle,0.26%,sword,0.18%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_9-3.png,candle,candle,99.88%,cup,0.05%,hourglass,0.02%,table,0.01%,hot-air_balloon,0.00%,,,,,,,
/home/alex/dash_clip_app/candle/n02948072_9-4.png,candle,candle,97.48%,wine_bottle,1.22%,rocket,0.61%,hourglass,0.12%,knife,0.09%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_717-1.png,cannon,pistol,73.61%,cannon,7.01%,hammer,6.75%,rifle,5.55%,trumpet,3.08%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_717-2.png,cannon,cannon,30.14%,trumpet,16.93%,pistol,15.51%,rifle,12.10%,hammer,11.04%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_717-3.png,cannon,hammer,28.14%,trumpet,8.54%,wine_bottle,8.04%,cannon,7.54%,sword,7.23%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_717-4.png,cannon,hammer,43.13%,pistol,12.96%,trumpet,7.95%,cannon,7.95%,axe,7.77%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_717-5.png,cannon,pistol,42.80%,hammer,23.32%,axe,5.60%,knife,2.84%,trumpet,2.69%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_966-1.png,cannon,pickup_truck,72.67%,hammer,3.66%,wheelchair,1.78%,bicycle,1.26%,cannon,1.25%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_966-2.png,cannon,hammer,29.25%,pickup_truck,20.20%,axe,4.14%,pistol,3.77%,cannon,3.52%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_966-3.png,cannon,pistol,59.06%,rifle,17.98%,cannon,7.16%,hammer,3.59%,tank,2.56%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_966-4.png,cannon,hammer,40.65%,pistol,12.92%,axe,10.11%,trumpet,7.69%,wine_bottle,5.41%,,,,,,,
/home/alex/dash_clip_app/cannon/n02950826_966-5.png,cannon,pickup_truck,76.68%,hammer,7.28%,cannon,2.69%,wheelchair,2.23%,axe,1.26%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_255-1.png,car_(sedan),car_(sedan),81.04%,pickup_truck,11.93%,beetle,2.24%,wheelchair,0.93%,bicycle,0.44%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_255-2.png,car_(sedan),car_(sedan),70.95%,beetle,16.71%,pickup_truck,5.48%,wheelchair,0.73%,turtle,0.63%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_255-3.png,car_(sedan),car_(sedan),64.20%,pickup_truck,19.10%,wheelchair,2.18%,beetle,1.89%,bicycle,0.90%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_255-4.png,car_(sedan),car_(sedan),76.26%,pickup_truck,11.54%,beetle,1.80%,mouse,0.97%,rhinoceros,0.92%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_255-5.png,car_(sedan),car_(sedan),88.12%,beetle,4.49%,pickup_truck,2.08%,wheelchair,1.32%,teapot,0.32%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_494-1.png,car_(sedan),car_(sedan),95.07%,pickup_truck,3.10%,beetle,0.21%,wheelchair,0.12%,eyeglasses,0.09%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_494-2.png,car_(sedan),car_(sedan),97.67%,pickup_truck,1.17%,beetle,0.20%,wheelchair,0.07%,bicycle,0.05%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_494-3.png,car_(sedan),car_(sedan),89.79%,pickup_truck,5.75%,beetle,0.82%,turtle,0.28%,motorcycle,0.16%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_494-4.png,car_(sedan),pickup_truck,40.49%,car_(sedan),33.57%,wheelchair,4.93%,motorcycle,4.35%,helicopter,2.47%,,,,,,,
/home/alex/dash_clip_app/car_(sedan)/n02958343_494-5.png,car_(sedan),car_(sedan),92.96%,pickup_truck,3.39%,beetle,0.85%,ant,0.17%,mouse,0.17%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_488-1.png,castle,castle,52.85%,skyscraper,38.26%,church,0.86%,harp,0.62%,window,0.58%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_488-2.png,castle,church,37.25%,castle,24.47%,skyscraper,11.94%,harp,2.76%,bell,2.44%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_488-3.png,castle,skyscraper,86.66%,church,4.79%,castle,4.19%,candle,0.67%,rocket,0.56%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_488-4.png,castle,castle,89.89%,church,3.45%,skyscraper,1.71%,mouse,0.43%,candle,0.37%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_488-5.png,castle,castle,53.65%,skyscraper,22.28%,church,16.11%,window,0.83%,bell,0.68%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_53-1.png,castle,castle,76.44%,armor,2.45%,skyscraper,2.32%,window,1.94%,harp,1.81%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_53-2.png,castle,castle,66.15%,armor,11.18%,hat,2.73%,tank,2.07%,teapot,1.42%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_53-3.png,castle,castle,70.81%,skyscraper,20.29%,church,1.94%,window,0.75%,armor,0.68%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_53-4.png,castle,castle,13.06%,tank,6.63%,armor,5.11%,bread,4.89%,couch,3.68%,,,,,,,
/home/alex/dash_clip_app/castle/n02980441_53-5.png,castle,guitar,6.56%,tree,4.87%,giraffe,4.27%,axe,3.85%,trumpet,3.65%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_183-1.png,cat,cat,65.90%,cow,7.94%,sheep,4.80%,dog,3.74%,mouse,3.48%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_183-2.png,cat,cat,52.47%,dog,38.05%,kangaroo,2.73%,horse,1.60%,rabbit,0.63%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-1.png,cat,bat,31.96%,cat,26.66%,mouse,9.84%,rabbit,5.47%,rhinoceros,4.95%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-2.png,cat,mouse,49.94%,cat,25.40%,bat,4.22%,rabbit,3.62%,kangaroo,1.94%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-3.png,cat,cat,61.85%,bat,18.94%,dog,4.76%,mouse,1.78%,kangaroo,1.37%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-4.png,cat,cat,93.76%,mouse,1.15%,tiger,0.89%,lion,0.51%,dog,0.30%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-5.png,cat,cat,62.33%,mouse,20.43%,rabbit,4.68%,dog,3.95%,tiger,1.74%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-6.png,cat,cat,69.07%,rabbit,9.76%,mouse,3.38%,kangaroo,2.18%,bat,1.87%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-7.png,cat,cat,70.55%,dog,4.89%,pig,4.54%,mouse,2.74%,bear,1.65%,,,,,,,
/home/alex/dash_clip_app/cat/n02121620_51-8.png,cat,cat,92.91%,mouse,1.39%,tiger,1.01%,dog,0.97%,lion,0.50%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_419-1.png,chair,chair,94.21%,wheelchair,3.41%,harp,0.35%,table,0.20%,armor,0.18%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_419-2.png,chair,chair,96.43%,table,2.14%,wheelchair,0.38%,couch,0.15%,bench,0.08%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_419-3.png,chair,chair,81.39%,wheelchair,3.21%,bell,2.90%,armor,1.84%,hourglass,0.95%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_419-4.png,chair,chair,96.82%,wheelchair,0.75%,couch,0.74%,table,0.47%,bench,0.17%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_419-5.png,chair,chair,94.55%,wheelchair,2.35%,table,0.98%,couch,0.59%,bench,0.21%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_419-6.png,chair,chair,98.51%,wheelchair,0.50%,table,0.50%,bench,0.07%,couch,0.04%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_626-1.png,chair,chair,96.57%,couch,1.27%,wheelchair,0.50%,table,0.49%,fan,0.07%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_626-2.png,chair,chair,97.49%,wheelchair,0.74%,table,0.39%,spider,0.22%,couch,0.18%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_626-3.png,chair,chair,94.82%,wheelchair,1.55%,couch,0.74%,shoe,0.32%,cup,0.24%,,,,,,,
/home/alex/dash_clip_app/chair/n02738535_626-4.png,chair,chair,94.48%,couch,3.93%,wheelchair,0.74%,hammer,0.11%,shoe,0.11%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-2.png,chicken,chicken,87.02%,duck,2.92%,parrot,1.51%,sheep,1.49%,wading_bird,0.78%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-3.png,chicken,parrot,17.75%,penguin,16.23%,chicken,9.19%,elephant,4.98%,ape,4.60%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-4.png,chicken,chicken,65.68%,parrot,5.17%,duck,3.60%,pig,3.44%,ape,2.45%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-5.png,chicken,chicken,59.41%,cow,18.54%,sheep,11.02%,duck,3.27%,pig,1.59%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-6.png,chicken,chicken,57.44%,sheep,15.69%,wading_bird,8.04%,duck,5.35%,parrot,2.34%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-7.png,chicken,chicken,85.32%,duck,4.94%,wading_bird,2.22%,songbird,1.81%,seagull,1.77%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_57-8.png,chicken,ape,40.60%,lion,10.52%,parrot,10.09%,bear,9.34%,chicken,4.75%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_715-1.png,chicken,chicken,97.78%,cow,0.44%,duck,0.36%,wading_bird,0.15%,horse,0.11%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_715-2.png,chicken,chicken,98.11%,cow,0.29%,wading_bird,0.20%,duck,0.19%,pig,0.09%,,,,,,,
/home/alex/dash_clip_app/chicken/n01791625_715-3.png,chicken,chicken,96.14%,horse,0.63%,cow,0.58%,parrot,0.35%,songbird,0.34%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_364-2.png,church,armor,15.60%,axe,5.95%,sword,5.36%,rocket,5.06%,hammer,5.02%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_364-3.png,church,skyscraper,35.87%,church,28.75%,rocket,5.96%,bell,5.13%,candle,3.07%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_364-4.png,church,church,71.43%,skyscraper,9.09%,castle,3.87%,rocket,1.46%,bell,0.95%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_364-5.png,church,rocket,37.41%,bell,11.61%,skyscraper,5.32%,chair,4.75%,church,4.56%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_364-6.png,church,church,45.52%,bell,5.87%,armor,5.27%,pistol,4.69%,rocket,2.78%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_80-1.png,church,church,92.62%,castle,2.81%,skyscraper,0.54%,bell,0.53%,window,0.42%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_80-2.png,church,church,96.00%,castle,1.47%,bell,0.25%,window,0.17%,cabin,0.14%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_80-3.png,church,church,91.90%,bell,1.29%,window,0.93%,candle,0.51%,skyscraper,0.47%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_80-4.png,church,church,40.65%,skyscraper,39.49%,castle,7.76%,bell,0.95%,cabin,0.69%,,,,,,,
/home/alex/dash_clip_app/church/n03028079_80-5.png,church,castle,37.77%,church,18.61%,volcano,8.79%,skyscraper,4.32%,rocket,3.07%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_147-1.png,couch,couch,71.45%,chair,21.09%,alarm_clock,1.25%,table,1.19%,bench,1.16%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_147-2.png,couch,couch,87.10%,chair,6.01%,hat,2.38%,hermit_crab,0.45%,bread,0.44%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_147-3.png,couch,couch,89.71%,chair,8.27%,bench,0.32%,table,0.32%,wheelchair,0.18%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_147-4.png,couch,couch,43.07%,bread,17.34%,chair,8.34%,bench,3.79%,hamburger,3.06%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_147-5.png,couch,couch,95.61%,chair,3.19%,bench,0.26%,table,0.19%,bread,0.06%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_147-6.png,couch,couch,95.87%,chair,1.17%,bench,0.65%,table,0.34%,bread,0.33%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_88-1.png,couch,couch,98.59%,chair,0.56%,table,0.20%,bench,0.11%,fan,0.06%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_88-3.png,couch,couch,98.40%,chair,0.98%,table,0.11%,fan,0.07%,bench,0.06%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_88-4.png,couch,couch,97.89%,chair,1.46%,table,0.09%,bench,0.07%,fan,0.06%,,,,,,,
/home/alex/dash_clip_app/couch/n04256520_88-5.png,couch,couch,90.85%,chair,7.29%,bench,0.35%,table,0.25%,wheelchair,0.17%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_1-1.png,cow,sheep,72.83%,cow,11.40%,camel,10.87%,horse,1.20%,lion,0.50%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_1-2.png,cow,sheep,34.12%,cow,13.18%,ape,7.54%,camel,6.65%,lion,5.49%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_1-3.png,cow,cow,39.48%,sheep,9.99%,camel,6.66%,horse,6.43%,elephant,4.78%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_1-4.png,cow,cow,93.36%,sheep,4.29%,deer,0.42%,horse,0.38%,hamburger,0.20%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_1-5.png,cow,sheep,98.22%,cow,1.12%,dog,0.31%,pig,0.05%,camel,0.03%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_182-2.png,cow,dog,45.22%,cow,8.98%,rabbit,7.54%,pig,7.17%,sheep,4.41%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_182-5.png,cow,cow,64.74%,rhinoceros,30.42%,horse,1.33%,sheep,1.23%,elephant,0.62%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_182-6.png,cow,cow,77.85%,sheep,18.61%,elephant,1.37%,camel,0.43%,horse,0.20%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_182-7.png,cow,cow,87.38%,sheep,2.45%,deer,2.43%,giraffe,1.46%,camel,0.87%,,,,,,,
/home/alex/dash_clip_app/cow/n01887787_182-8.png,cow,cow,87.77%,horse,3.13%,giraffe,2.23%,camel,1.75%,sheep,1.62%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-1.png,crab,hermit_crab,61.49%,crab,21.05%,spider,11.84%,lobster,2.80%,ant,0.82%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-2.png,crab,fish,13.17%,hermit_crab,10.84%,parrot,9.68%,sheep,7.22%,chicken,5.35%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-3.png,crab,hermit_crab,60.12%,crab,29.14%,lobster,2.63%,ant,2.50%,scorpion,1.63%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-4.png,crab,hermit_crab,20.23%,snail,10.20%,hat,6.65%,turtle,5.75%,ray,4.69%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-5.png,crab,hermit_crab,90.26%,crab,6.31%,lobster,1.14%,ant,0.40%,spider,0.36%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-6.png,crab,hermit_crab,83.34%,crab,9.32%,lobster,1.89%,beetle,0.99%,snail,0.69%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-7.png,crab,hermit_crab,46.34%,crab,25.26%,spider,10.99%,ant,8.74%,beetle,5.15%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-8.png,crab,hermit_crab,48.40%,crab,24.79%,lobster,11.18%,fish,2.80%,chicken,1.47%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_1944-9.png,crab,crab,42.77%,hermit_crab,38.96%,beetle,5.70%,ant,4.55%,lobster,2.18%,,,,,,,
/home/alex/dash_clip_app/crab/n01978287_2719-1.png,crab,hermit_crab,65.43%,crab,11.41%,lobster,6.70%,spider,5.08%,beetle,2.24%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-1.png,crocodilian,ape,57.62%,bear,24.12%,elephant,2.68%,dog,2.49%,crocodilian,1.82%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-2.png,crocodilian,horse,10.15%,kangaroo,7.74%,giraffe,6.98%,dog,6.90%,cow,5.98%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-3.png,crocodilian,dolphin,12.56%,shark,9.53%,fish,4.48%,swan,3.61%,horse,3.39%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-4.png,crocodilian,dog,17.32%,kangaroo,12.52%,pig,9.85%,shark,6.60%,mouse,5.29%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-5.png,crocodilian,cow,35.20%,horse,14.68%,rhinoceros,10.79%,deer,6.57%,sheep,6.33%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-6.png,crocodilian,frog,34.27%,lizard,17.52%,mouse,11.99%,crocodilian,9.14%,giraffe,2.84%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-7.png,crocodilian,snake,9.70%,mouse,9.16%,hotdog,9.03%,ant,4.91%,knife,4.59%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-8.png,crocodilian,bat,13.40%,ape,13.12%,hermit_crab,9.54%,lion,4.96%,rabbit,3.94%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_197-9.png,crocodilian,lobster,25.68%,hermit_crab,11.42%,scorpion,9.94%,spider,8.55%,crab,5.70%,,,,,,,
/home/alex/dash_clip_app/crocodilian/n01697457_362-1.png,crocodilian,crocodilian,31.51%,shark,13.27%,lizard,8.96%,dog,8.68%,hotdog,5.72%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_141-1.png,cup,cup,56.95%,teapot,41.74%,spoon,0.25%,hourglass,0.15%,table,0.11%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_141-2.png,cup,cup,74.20%,teapot,23.62%,spoon,0.46%,table,0.23%,hourglass,0.09%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_141-3.png,cup,cup,76.97%,teapot,21.79%,spoon,0.22%,hourglass,0.12%,bell,0.10%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_141-4.png,cup,teapot,58.54%,cup,40.75%,spoon,0.09%,hourglass,0.09%,bell,0.08%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_141-5.png,cup,cup,75.61%,teapot,23.52%,candle,0.18%,spoon,0.09%,hourglass,0.08%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_245-1.png,cup,cup,91.58%,teapot,5.62%,candle,0.42%,alarm_clock,0.36%,hourglass,0.30%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_245-2.png,cup,cup,83.15%,teapot,13.60%,hourglass,0.50%,candle,0.41%,armor,0.31%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_245-3.png,cup,cup,86.57%,teapot,10.34%,alarm_clock,0.55%,hourglass,0.20%,table,0.17%,,,,,,,
/home/alex/dash_clip_app/cup/n03063073_245-4.png,cup,cup,79.07%,teapot,19.19%,candle,0.32%,hammer,0.21%,hourglass,0.14%,,,,,,,
